AIDS,SIDA
ELECTRICITY,ELECTRICITATE
ELECTROMAGNETISM,ELECTRICITATEA ȘI MAGNETISMUL (M)
ELECTRON,ELECTRON (M)
ELECTRONICS,ELECTRONICĂ 
ELEPHANT,ELEFANT
ELEVEN,UNSPREZECE, UNȘPE (INFORMAL)
ELF,ELF
EMBASSY,AMBASADĂ (F)
EMPEROR,ÎMPĂRAT (M)
EMPTY,VID; GOL; DEȘERT; GOLIT (M)
ENCYCLOPEDIA,ENCICLOPEDIE (F)
END,SFÂRȘIT; TERMINAȚIE; CAPĂT
ENEMY,DUȘMAN (M), INAMIC (M), VRĂJMAȘ (M)
ENERGY,ENERGIE (F)
ENJOY YOUR MEAL,POFTĂ BUNĂ
ENTER,A INTRA
ENTOMOLOGY,ENTOMOLOGIE
EPITHELIUM,ȚESUT EPITELIAL (N)
EQUATION,ECUAȚIE (F)
ERBIUM,ERBIU (N)
ERECTION,ERECȚIE (F)
ERMINE,HERMELINA
EROTIC,EROTIC
ETYMOLOGY,ETIMOLOGIE (F)
EUROPIUM,EUROPIU (N)
EVENING,SEARĂ
EVENT HORIZON,ORIZONTUL EVENIMENTELOR; ORIZONT DE EVENIMENTE
EVERY,FIECARE
EVERYBODY,FIECINE; TOATĂ LUMEA; ORICINE; TOȚI OAMENII (M)
EVIL,RĂU
EXAMPLE,EXEMPLU
EXPENSIVE,SCUMP (M), SCUMPĂ (F), SCUMPI (M'P), SCUMPE (F'P)
EXPRESSION,EXPRESIE (F)
EYE,OCHI (M)
EYE FOR AN EYE, A TOOTH FOR A TOOTH,OCHI PENTRU OCHI, DINTE PENTRU DINTE
EYEBROW,SPRÂNCEANĂ (F)
EYELASH,GEANĂ (F)
EYELID,PLEOAPĂ (F)
FACE,FAȚĂ
FAIRY,ZÂNĂ (F)
FALCON,ȘOIM (M)
FALL,CĂDEA
FALLOW DEER,CERB LOPĂTAR
FAMILY,FAMILIE
FAR,DEPARTE
FARM,FERMĂ
FART,BĂȘI, PÂRȚÂI
FASCISM,FASCISM (M)
FAST,AJUNA; POSTI
FAT,GRAS
FATHER,SOCRU (M)
FEAR,TEME
FEATHER,FULG (N); PANĂ (F)
FEDERATION,FEDERAȚIE (F)
FERMIUM,FERMIU (N)
FERRET,NEVĂSTUICĂ
FERRY,BAC (M)
FEVER,TEMPERATURĂ (F); FEBRĂ (F)
FIELD,CÂMP
FIFTEEN,CINCISPREZECE, CINȘPE (INFORMAL)
FIFTH,CINCILEA (M); CINCEA (F)
FIFTY,CINCIZECI
FIG,SMOCHINĂ (F)
FIGHT,LUPTA; SE BATE
FILM,FILM (N)
FIND,GĂSI
FINGER,DEGET (N)
FIR,BRAD (M)
FIRE,INCENDIU (N)
FIRST,PRIM (M)<!--, PRIMĂ (F)-->
FISH,PESCUI
FIST,PUMN
FIVE,CINCI
FLAME,FLACĂRĂ (F)
FLEA,PURICE (M)
FLOOR,PODEA; PLANȘEU
FLOUR,FĂINĂ (F)
FLOWER,ÎNFLORI
FLUORINE,FLUOR (N)
FLUTE,FLAUT (N)
FLY,ZBURA
FOAM,SPUMĂ
FOG,CEAȚĂ (F); NEGURĂ (F)
FOOD,ALIMENT (N); MÂNCARE (F); HRANĂ (F)
FOOL,PROST (M)
FOOT,FEBRĂ AFTOASĂ (F)
FOOTBALL,FOTBAL (N)
FOR EXAMPLE,DE EXEMPLU; SPRE EXEMPLU
FOREFINGER,DEGET ARĂTĂTOR (N), ARĂTĂTOR (N)
FOREHEAD,FRUNTE
FOREIGN,STRĂIN
FOREIGNER,STRĂIN (M)
FOREST,PĂDURE (F), SILVĂ (RARE) (F)
FORGET,UITA
FORK,FURCULIȚĂ (F)
FORTRESS,CETATE; FORTĂREAȚĂ
FORTY,PATRUZECI
FOUNTAIN,FÂNTÂNĂ
FOUR,PATRU
FOURTEEN,PAISPREZECE, PAIȘPE (INFORMAL)
FOURTH,PATRULEA (M); PATRA (F)
FOX,VULPE (F)
FRANCIUM,FRANCIU (N)
FREE,ELIBERA
FREEDOM,LIBERTATE (F); SLOBOD (F)
FRIEND,AMIC (M); AMICĂ (F); (M) PRIETENĂ (F)
FRIENDSHIP,PRIETENIE (F); AMICIȚIE (F)
FROG,BROASCĂ (F); BROTAC (M)
FROM,DE
FRUIT,FRUCT (M); ROD (M); POAMĂ
FUCK,FUTE
FULL,PLIN
FUNGUS,CIUPERCĂ (F)
FUTURE,VIITOR
GADOLINIUM,GADOLINIU (N)
GALAXY,GALAXIE (F); GALAXII (F)
GALL BLADDER,VEZICĂ BILIARĂ (F)
GALLIUM,GALIU (N)
GAME,JOC (N)
GARBAGE,GUNOI
GARDEN,GRĂDINĂ (F)
GARLIC,USTUROI (M); AI
GAS,GAZ (N); GAZE (N)
GASOLINE,BENZINĂ (F)
GENITIVE,CAZUL GENITIV (M)
GENOCIDE,GENOCID (N) 
GEOGRAPHY,GEOGRAFIE (F)
GEOMETRY,GEOMETRIE (F)
GERMANIUM,GERMANIU (N)
GEYSER,GHEIZER (N)
GHOST,FANTOMĂ (F); FANTASMĂ (F); SPECTRU (N); SPIRIT (N); STRIGOI (M); STAFIE (F); DUH (N); APARIȚIE (F)
GIANT,URIAȘ; GIGANT
GIFT,CADOU (N); DAR (N)
GIRAFFE,GIRAFĂ (F)
GIRL,FATĂ (F); COPILĂ (F) 
GIVE,A DA
GLACIER,GHEȚAR (M)
GLASS,PAHAR (N)
GLOVE,MĂNUȘĂ (F)
GO,A MERGE, A DUCE
GOAT,CAPRĂ (F)
GOD,ZEU (M); DUMNEZEU (M)
GOLD,AUR (N)
GOLDEN EAGLE,ACVILA DE MUNTE
GOOD,BINE; BUN (N)
GOOD AFTERNOON,BUNĂ ZIUA
GOOD DAY,BUNĂ ZIUA
GOOD EVENING,BUNĂ SEARA
GOOD LUCK,NOROC; MULT NOROC !; SUCCES !; BUNĂ ȘANSĂ !
GOOD MORNING,BUNĂ DIMINEAȚA
GOOD NIGHT,NOAPTE BUNĂ
GOODBYE,LA REVEDERE; PA
GOODS,MARFĂ (F)
GOOSE,GÂSCĂ (F); GÂNSAC (M)
GOOSEBERRY,AGRIȘĂ (F)
GOSHAWK,ULIU
GOVERNMENT,GUVERN (M)
GRAM,GRAM (N)
GRAMMAR,GRAMATICĂ (F)
GRANDDAUGHTER,NEPOATĂ
GRANDFATHER,BUNIC (M), TATAIE (M), TATA MARE (M)
GRANDMOTHER,BUNICĂ (F); MAMAIE (F); MAMA MARE (F)
GRANDSON,NEPOT
GRAPE,STRUGURE (M)
GRASS,IARBĂ (F)
GRASSHOPPER,LĂCUSTĂ (F)
GRAVEYARD,CIMITIR (N), ȚINTIRIM (N) (ARCHAIC)
GREAT SPOTTED WOODPECKER,CIOCĂNITOARE MARE
GREAT TIT,(M)
GREEN,VERDE
GREEN TEA,CEAI VERDE
GREEN WOODPECKER,GHIONOAIA VERDE
GREY,GRI
GRIFFON VULTURE,VULTURSUR
GUEST,OASPETE (M); MUSAFIR (M)
GUILT,PĂCAT; VINĂ (F)
GUINEA FOWL,PICHIRE (F)
GUINEA PIG,COBAI
GUITAR,GHITARĂ (F), CHITARĂ (F)
GULL,PESCĂRUȘ
GYPSY,ȚIGAN (M); ȚIGANCĂ (F)
HAFNIUM,HAFNIU (N)
HAIL,GRINDINĂ
HAIR,PĂR (M); (F)
HALF,JUMĂTATE (F)
HAMMER,CIOCAN (M)
HAMMOCK,HAMAC (N)
HAMSTER,HAMSTER; HÂRCIOG
HAND,MÂNĂ (F)
HANGOVER,MAHMUREALĂ (F)
HAPPEN,ÎNTÂMPLA; PETRECE
HAPPINESS,BUCURIE (F); FERICIRE (F)
HAPPY,NOROCOS
HAPPY BIRTHDAY,LA MULȚI ANI; ANIVERSARE FERICITĂ 
HARD,GREU
HARD DRIVE,HARD DISC (M)
HARE,IEPURE DE CÂMP
HASSIUM,HASSIU (N)
HAT,PĂLĂRIE (F)
HATE,URÎ
HATRED,URĂ (F)
HAVE,A AVEA
HAY,FÂN (N)
HAZELNUT,ALUNĂ
HE,DUMNEALUI; EL 
HEAD,CAP (M)
HEAR,AUZI
HEART,INIMĂ
HEAVEN,CER
HEAVY,GREU (M), GREA (F)
HEDGEHOG,ARICI
HEEL,CĂLCÂI
HELIUM,HELIU (N)
HELL,IAD
HELLO,ALO; HALÓ
HELP,AJUTOR!
HEMP,CÂNEPĂ
HEN,GĂINĂ
HER,SĂU, EI (LIT. "OF HERS", PLACED AFTER THE NOUN)
HERE,ÎNCOACE
HERO,EROU (M); EROINĂ (F)
HI,BUNĂ; SALUT
HILL,DEAL (M)
HIPPOPOTAMUS,HIPOPOTAM (M)
HIS,SĂU (M); SA (F); SĂI; SALE (F); LUI
HISTORY,ISTORIE
HOLMIUM,HOLMIU (N)
HOME,CASĂ (F)
HOMOPHOBIA,HOMOFOBIE (F)
HOMOSEXUALITY,HOMOSEXUALITATE (F)
HONEY,MIERE (F)
HOPE,A SPERA
HORN,CORN (M); (N) COARNE
HORNET,GĂRGĂUN (M)
HORSE,CAL
HOSPITAL,SPITAL (N)
HOT,CALD
HOTEL,HOTEL (M)
HOUR,ORĂ (F); CEAS (M)
HOUSE,CASĂ (F)
HOW,CUM
HOW ARE YOU,CE MAI FACEȚI? (FORMAL), CE MAI FACI? (INFORMAL)
HOW MUCH,CÂT
HOW OLD ARE YOU,CÂȚI ANI AI? (INFORMAL), CE VÂRSTĂ AVEȚI? (FORMAL)
HUG,ÎMBRĂȚIȘARE (F)
HUMAN,OM (M)
HUMANISM,UMANISM
HUNDRED,SUTĂ (F)
HUNGER,FOAME (F)
HUNGRY,FLĂMÂND
HUNT,VÂNA
HURRICANE,URAGAN (N)
HUSBAND,SOȚ (M)
HYDRATE,HIDRAT (M)
HYDROGEN,HIDROGEN (N)
HYENA,HIENĂ (F); HIENE
IBEX,CAPRA DE STÂNCĂ, IBEX
ICE,GHEAȚĂ
ICE CREAM,ÎNGHEȚATĂ (F)
ICEBERG,AISBERG (N)
IDEA,IDEE (F)
IDIOT,IDIOT (M), IDIOATĂ (F), IDIOȚI (P), IDIOATE (F'P)
IF,DACĂ
ILL,BOLNAV/BOLNAVĂ (M)
IMPORTANT,IMPORTANT
IN,ÎN
INDEX,A CRESTA (F)
INDIUM,INDIU (N)
INFORMATION,INFORMAȚIE (F)
INJURY,RANĂ (F)
INK,CERNEALĂ (F)
INSANITY,ALIENAȚIE MINTALĂ (F); NEBUNIE (F)
INSECT,INSECTĂ (F) (1)
INSULIN,INSULINĂ
INTELLIGENCE,INTELIGENȚĂ; JUDECATĂ
INTERESTING,INTERESANT
INTERNAL COMBUSTION ENGINE,MOTOR CU ARDERE INTERNĂ
INTERNATIONAL,INTERNAȚIONAL
INTERPRETER,INTERPRET; INTERPRETĂ (F); TRANSLATOR (M); TRANSLATOARE (F); TRADUCĂTOR (M)
IODINE,IOD (N)
IRIDIUM,IRIDIU (N)
IRON,CĂLCA
IS,ESTE; E
ISLAND,INSULĂ (F)
JACKDAW,CIOACĂ (F)
JAY,GAIȚA (F)
JELLYFISH,MEDUZĂ (F)
JIHAD,JIHAD (N)
JOURNALISM,JURNALISM
JOURNEY,VOIAJ (N); CĂLĂTORIE (F)
JOY,FERICIRE (F); BUCURIE (F); JOVIALITATE (F); VESELIE (F); VOIOȘIE
JUICE,SUC (M)
JUNIPER,IENUPĂR (M); JNEAPĂN
KANGAROO,CANGUR (M); CANGURĂ (F)
KEY,CHEIE (F)
KEYBOARD,TASTATURĂ (F), CLAVIATURĂ (F)
KIDNEY,RINICHI
KILL,OMORÎ; UCIDE
KING,POPĂ
KINGDOM,REGAT (N)
KISS,SĂRUTA; PUPA
KITCHEN,BUCĂTĂRIE (F)
KITE,ZMEU (N)
KNEE,GENUNCHI
KNIFE,CUȚIT (N)
KNIGHT,CAL (M)
KNOW,CUNOAȘTE
KOALA,KOALA (F)
KRYPTON,KRIPTON (N)
LADYBIRD,BUBURUZĂ
LADYBUG,BUBURUZĂ
LAKE,LAC (N)
LAMB,MIEL (M)
LAND,USCAT (N), PĂMÂNT (N)
LANGUAGE,LIMBAJ (N)
LANTHANUM,LANTAN (N)
LARCH,ZADĂ (F)
LARGE,MARE
LARK,CIOCÂRLIE (F); CIOCÂRLII (F)
LASER,LASER (N)
LAST,ULTIM (M); ULTIMĂ (F)
LAST YEAR,AN'ANUL TRECUT (M), AN'ANUL PRECEDENT (M)
LAUGH,RÂDE
LAVA,LAVĂ
LAW,LEGE (F)
LAWRENCIUM,LAWRENCIU (N)
LAWYER,AVOCAT; ADVOCAT
LAZY,LENEȘ
LEAD,PLUMB (N)
LEAF,FRUNZĂ (F)
LEARN,ÎNVĂȚA
LEAST WEASEL,NEVĂSTUICA
LEATHER,PIELE (F); PIELE DE ANIMAL (F)
LEECH,LIPITOARE (F)
LEEK,PRAZ
LEFT,STÂNG
LEG,PICIOR (N); GAMBĂ
LEMON,LĂMÂIE (F)
LENGTH,LUNGIME
LEOPARD,LEOPARD (M)
LESBIAN,LESBIANĂ (F)
LESSER SPOTTED WOODPECKER,CIOCĂNITOARE
LESSON,LECȚIE (F)
LETTER,SCRISOARE (F)
LETTUCE,LĂPTUCĂ (F); SALATĂ
LIAR,MINCINOS (M); MINCINOASĂ (F)
LIBRARY,BIBLIOTECĂ (F)
LICK,LINGE
LIE,MINȚI
LIFE,VIAȚĂ (F)
LIGHT,UȘOR
LIGHT YEAR,AN-LUMINĂ
LIGHTHOUSE,FAR (N)
LIGHTNING,FULGER (N)
LIKE,PLĂCEA 
LILY,CRIN (M)
LINGUISTICS,LINGVISTICĂ (F)
LION,LEU (M)
LIP,BUZĂ (F); BUZE
LISTEN,ASCULTA
LITERATURE,LITERATURĂ 
LITHIUM,LITIU (N)
LITTLE FINGER,DEGET MIC (N)
LITTLE OWL,CUCUVEAUA
LIVE,LOCUI; A AVEA LOCUINȚĂ
LIVER,FICAT (N); MAI
LIZARD,ȘOPÂRLĂ
LOBSTER,HOMAR
LONG,CIUF DE PĂDURE (M)
LOOK,PRIVI; UITA
LOUSE,PĂDUCHE (M)
LOVE,IUBIT; IUBITĂ
LOW,JOS (M), JOASĂ (F)
LUCK,NOROC (N); ȘANSĂ (F); SOARTĂ
LUNAR ECLIPSE,ECLIPSĂ DE LUNĂ (F); ECLIPSĂ LUNARĂ (F)
LUNG,PLĂMÂN (M); PULMON; PLĂMÂNI (M)
LUTETIUM,LUTEȚIU (N)
LYNX,LINX
MACKEREL,MACROU
MAGNESIUM,MAGNEZIU (N)
MAGPIE,COȚOFANĂ (F)
MAIZE,PORUMB (M); CUCURUZ (M); PĂPUȘOI (M)
MALLARD,RAȚĂ SĂLBATICĂ (F)
MAMMAL,MAMIFER (N)
MAN,OM (M)
MANGANESE,MANGAN (N)
MANY,MULȚI (M); MULTE (F)
MAP,HARTĂ (F)
MAPLE,PALTIN (M); (M)
MARE,IAPĂ (F)
MARIJUANA,MARIJUANA (F)
MARKET,PIAȚĂ (F)
MARMOT,MARMOTA
MARTEN,JDER
MASTURBATION,MASTURBAȚIE (F); MASTURBARE (F)
MATCH,CHIBRIT
MATHEMATICS,MATEMATICĂ (F)
MATTRESS,SALTEA
MAYBE,POATE
MAYOR,PRIMAR (M)
MEAL,MASĀ (F)
MEAT,CARNE
MEDICINE,MEDICINĂ
MEET,ÎNTÂLNI
MEITNERIUM,MEITNERIU (N)
MELON,PEPENE; PEPENE GALBEN
MEMORY,MEMORIE (F)
MENDELEVIUM,MENDELEVIU (N)
MERCURY,MERCUR (N), HIDRARGIR † (N), ARGINT VIU †
METAL,METAL (N)
MICROSCOPE,MICROSCOP (N)
MIDDLE FINGER,DEGET MIJLOCIU (N)
MIDNIGHT,MIEZUL NOPȚII; MIEZ DE NOAPTE; MIJLOC DE NOAPTE (N)
MIDWIFE,MOAȘĂ
MILK,MULGE
MILLIARD,MILIARD (N)
MILLION,MILION (N)
MILLIPEDE,MIRIAPOD
MIND,MINTE (F)
MINE,AL MEU (M), A MEA (F)
MINERALOGY,MINERALOGIE (F)
MINT,MENTĂ (F)
MINUTE,MINUT (N)
MIRROR,OGLINDĂ (F)
MISTAKE,GREȘEALĂ (F); EROARE (F)
MOAT,ȘANȚ 
MOBILE PHONE,TELEFON MOBIL (N), TELEFON CELULAR (N)
MOLE,CÂRTIȚĂ (F); SOBOL (M)
MOLECULE,MOLECULĂ (F)
MOLYBDENUM,MOLIBDEN (N)
MOMENT,CLIPĂ (N); MOMENT
MONARCHY,MONARHIE (F)
MONASTERY,MÂNĂSTIRE (F)
MONEY,BAN (M)
MONK,CĂLUGĂR (M)
MONKEY,MAIMUȚĂ (F)
MONTH,LUNĂ (F)
MOON,LUNĂ (F)
MORNING,DIMINEAȚĂ (F)
MOSQUE,MOSCHEE (F)
MOSQUITO,ȚÂNȚAR
MOSS,MUȘCHI (N)
MOTH,MOLIE (F)
MOTHER,SOACRĂ (F)
MOTHER TONGUE,LIMBA MATERNĂ (F)
MOTORCYCLE,MOTOCICLETĂ (F)
MOUFLON,MUFLON
MOUNTAIN,MUNTE (M)
MOUSE,MAUS (N)
MOUSTACHE,MUSTAȚĂ (F)
MOUTH,GURĂ (F)
MOVIE,FILM (N)
MUCH,MULT
MUD,NOROI (N)
MULE,CATÂR (M); MUL (M)
MUSCLE,MUȘCHI
MUSEUM,MUZEU (N)
MUSHROOM,CIUPERCĂ (F)
MUSIC,MUZICĂ (F)
MUSICAL INSTRUMENT,INSTRUMENT MUZICAL (N)
MUSICIAN,MUZICIAN (M); MUZICIANĂ (F)
MUSKRAT,BIZAM
MUSTARD,MUȘTAR (N)
MY,MEU (M)
MYSTERIOUS,MISTERIOS
MYSTERY,MISTER (N)
MYTHOLOGY,MITOLOGIE (F); COLECȚIE MITOLOGICĂ (F)
NAIL,CUI (F'M)
NAKED,DEZBRĂCAT; GOL
NAME,REPUTAȚIE (F); RENUME (N); NUME (N); FAIMĂ
NARROW,STRÂMT; ÎNGUST
NATION,NAȚIUNE
NATIONALISM,NAȚIONALISM (M)
NAVEL,BURIC (N)
NEBULA,NEBULOASĂ (F)
NECK,GÂT (N)
NECKLACE,COLAN; COLIER; SALBĂ
NEED,TREBUI (ITALBRAC'WITH VERBS), A AVEA NEVOIE DE (ITALBRAC'WITH NOUNS)
NEEDLE,AC
NEIGHBOUR,VECIN (M)
NEODYMIUM,NEODIM (N)
NEON,NEON (N)
NEPHEW,NEPOT (M)
NEPTUNIUM,NEPTUNIU (N)
NEST,CUIB
NETTLE,URZICĂ (F)
NEUTRINO,NEUTRINO (M)
NEVER,NICIODATĂ; NICICÂND
NEW,NOU (M); NOUĂ (F)
NEWS,ȘTIRE; NOUTATE
NEWSPAPER,ZIAR
NICKEL,NICHEL (N)
NIECE,NEPOATĂ (F)
NIGHT,NOAPTE (F)
NIGHTINGALE,PRIVIGHETOARE
NIGHTMARE,COȘMAR (N)
NINE,NOUĂ
NINETEEN,NOUĂSPREZECE, NOUĂȘPE (INFORMAL)
NINETY,NOUĂZECI
NINTH,AL NOUĂLEA (M), A NOUA (F)
NIOBIUM,NIOBIU (N)
NIPPLE,SFÂRC (N)
NITROGEN,AZOT (N)
NO,NU
NO ONE,NIMENI; NICI UNUL (M)
NOBELIUM,NOBELIU (N)
NOBODY,NIMENI
NOMINATIVE CASE,CAZ NOMINATIV (N); NOMINATIV (N)
NON,ORGANIZAȚIE NON-GUVERNAMENTALĂ (F)
NONKILLING,NONUCIDERE
NOON,AMIAZĂ (F); MIEZUL ZILEI (N); MIJLOC DE ZI (N)
NORTH,NORD (N)
NOSE,NAS
NOT,NU
NOTHING,NIMIC
NOUN,SUBSTANTIV (N)
NOW,ACUM
NUDE,NUD; NUDĂ (F); GOL (M)
NUMBER,NUMĂR (N)
NUT,NUCĂ (F); ALUNĂ
OAK TREE,STEJAR (M)
OBEDIENCE,ASCULTARE
OBESITY,OBEZITATE
OBOE,OBOI (M)
OCEAN,OCEAN (N)
OCTOPUS,CARACATIȚĂ (F)
OF,DE
OF COURSE,BINEÎNȚELES; DESIGUR; SIGUR
OFFICE,BIROU (N)
OFTEN,DES
OIL,PETROL; PĂCURĂ; BENZINĂ
OLD,BĂTRÂN
OLIVE,MĂSLINĂ (F); OLIVĂ (F)
OMELETTE,OMLETĂ
ONCE UPON A TIME,A FOST ODATĂ
ONE,UNU; UNA
ONION,CEAPĂ (F)
OPEN,DESCHIS
OPERATING SYSTEM,SISTEM OPERAȚIONAL (N)
OPINION,PĂRERE (F); OPINIE (F)
OR,ORI; SAU
ORANGE,PORTOCAL (M)
ORGAN,ORGAN (N)
ORGANISM,ORGANISM (N)
ORGASM,ORGASM (N)
ORPHAN,ORFAN (M); ORFANĂ (F)
OSMIUM,OSMIU (N)
OSTRICH,STRUȚ
OTHER,ALTĂ (F)
OTTER,LUTRĂ; VIDRĂ
OUR,NOSTRU (M)
OVARY,OVAR
OWL,BUFNIȚĂ
OX,BOU (M)
OXYGEN,OXIGEN (N)
PAGE,PAGINĂ (F)
PAIN,DURERE (F); CHIN (M)
PAINTER,PICTOR (M); PICTORIȚĂ (F)
PALACE,PALAT
PALLADIUM,PALADIU (N)
PALM,PALMĂ (F)
PANCREAS,PANCREAS
PANTS,PANTALONI
PAPAYA,PAPAIA (F)
PAPER,HÂRTIE (F)
PARADOX,PARADOX (N)
PARK,PARC (N)
PARLIAMENT,PARLAMENT (N)
PARROT,PAPAGAL (M)
PART,PARTE (F)
PARTRIDGE,POTÂRNICHE
PASSPORT,PAȘAPORT (N)
PASSWORD,PAROLĂ (F)
PAWN,PION (M)
PEACE,PACE
PEACH,PIERSICĂ
PEACOCK,PĂUN (M)
PEANUT,ARAHIDĂ
PEAR,PĂR (M)
PEARL,PERLĂ (F); MĂRGĂRITAR (N)
PENCIL,CREION (N)
PENGUIN,PINGUIN (M); PINGUINI (M)
PENICILLIN,PENICILINĂ (F)
PENINSULA,PENINSULĂ (F)
PENIS,PENIS (M); PULĂ 
PEOPLE,POPOR (N); NEAM (N); NAȚIUNE (F)
PEPPER,PIPER (M)
PERCENT,PROCENT (N), LA SUTĂ
PEREGRINE FALCON,ȘOIM CĂLĂTOR
PERESTROIKA,PERESTROIKA (F)
PERINEUM,PERINEU (N)
PERSON,PERSOANĂ (F)
PETROL,BENZINĂ (F)
PETROLEUM,PETROL (N); ȚIȚEI (N)
PHARAOH,FARAON (M)
PHEASANT,FAZAN
PHILOSOPHER,FILOZOF (M)
PHILOSOPHY,FILOZOFIE (F)
PHOENIX,FENIX (M)
PHONE,TELEFON (N)
PHOSPHORUS,FOSFOR (N)
PHOTOGRAPH,FOTOGRAFIE (F); POZĂ (F)
PHOTOGRAPHY,FOTOGRAFIE (F)
PHYSICS,FIZICĂ (F)
PIANO,PIAN (N)
PICTURE,IMAGINE
PIE,PLĂCINTĂ (F)
PIECE,BUCATĂ
PIG,PORC (M)
PIGEON,PORUMBEL
PIGLET,PURCEL
PILLOW,PERNĂ (F); PERINĂ
PIMPLE,COȘ
PIN,AC#ROMANIAN'AC CU#ROMANIAN'CU GĂMĂLIE
PINE,PIN (M)
PINEAPPLE,ANANAS (M)
PINK,ROZ (F)
PIRATE,PIRAT (M)
PIZZA,PIZZA (F)
PLACE,LOC (N)
PLANET,PLANETĂ (F)
PLANT,PLANTĂ (F); PLANTE (F)
PLATE,FARFURIE (F)
PLATINUM,PLATINÂ (F)
PLATYPUS,ORNITORINC (M)
PLAY,JOC (M)
PLEASE,VĂ ROG (SINGULAR AND PLURAL FORMAL, PLURAL FAMILIAR), TE ROG (SINGULAR FAMILIAR)
PLEASURE,PLĂCERE (F)
PLOUGH,PLUG (M)
PLUM,PRUN (M)
PLUTONIUM,PLUTONIU (N)
POEM,POEM
POETRY,POEZIE
POISON,OTRAVĂ; VENIN
POLAR BEAR,URS POLAR (M)
POLECAT,DIHOR
POLICE,POLIȚIE (F); MILIȚIE (F)
POLICEMAN,POLIȚIST (M)
POLITE,POLITICO
POLITICIAN,POLITICIAN
POLITICS,POLITICĂ (F)
POLONIUM,POLONIU (N)
POLYGON,POLIGON
POMEGRANATE,RODIE (F)
POOR,SĂRAC (M); SĂRACĂ (F)
POPE,PAPĂ (M)
POPLAR,PLOP (M)
PORNOGRAPHY,PORNOGRAFIE (F)
PORT,PORT (N)
POST OFFICE,OFICIU POȘTAL (N)
POSTAGE STAMP,TIMBRU (N); TIMBRU POȘTAL (N); MARCĂ POȘTALĂ (F)
POSTCARD,CARTE POȘTALĂ (F)
POSTCODE,COD POȘTAL (N)
POSTMODERNISM,POSTMODERNISM (M)
POTASSIUM,POTASIU (N); KALIU (N)
POTATO,CARTOF (M), BARABULĂ (IN MOLDAVIA) (F)
POUND,LIVRĂ (F); PFUND (M)
POWER,PUTERE (F); FORȚĂ (F); TĂRIE (F)
PRASEODYMIUM,PRASEODIM (N)
PRAYER,RUGĂCIUNE
PREGNANCY,GRAVIDITATE
PREGNANT,GRAVIDĂ (F) 
PREPOSITION,PREPOZIȚIE (F)
PREPUCE,PREPUȚ (N)
PRESIDENT,PREȘEDINTE (M)
PRETTY,DRĂGUȚ (M), DRĂGUȚĂ (F)
PRICE,PREȚ
PRIEST,PREOT
PRIME MINISTER,PRIM MINISTRU
PRIME NUMBER,NUMĂR PRIM
PRISON,ÎNCHISOARE; PUȘCĂRIE; TEMNIȚĂ
PROBLEM,PROBLEMĂ (F)
PROFESSION,PROFESIE; MESERIE
PROGRAMMING LANGUAGE,LIMBĂ DE PROGRAMARE (F); LIMBAJ DE PROGRAMARE (N)
PROMETHIUM,PROMEȚIU (N)
PRONOUN,PRONUME (N)
PRONUNCIATION,PRONUNȚIE; PRONUNȚARE (F)
PROPERTY,PROPRIETATE (F)
PROSTITUTE,PROSTITUATĂ (F); CURVĂ (F); TÂRFĂ (F)
PROTACTINIUM,PROTACTINIU (N)
PROTON,PROTON (M)
PROVERB,PROVERB (N); PROVERBE (N)
PUMPKIN,DOVLEAC
PUPPY,CĂȚEL
PURGATORY,PURGATORIU (N)
PURPLE,PURPURIU; MOV; VIOLET
PUSH,ÎMPINGE; APĂSA
PUSSY,PIZDĂ (F), PĂSARICĂ (F)
PYRAMID,PIRAMIDĂ (F)
QUAIL,PREPELIȚA
QUARTER,SFERT; PĂTRIME (F); (N)
QUEEN,REGINĂ (F); DAMĂ (F)
QUESTION,ÎNTREBARE (F)
QUICKLY,RAPID; REPEDE
QUOTATION MARKS,GHILIMELE (F'P) [„…“] 'OR' [«◌»]
RABBIT,IEPURE, IEPURE DE VIZUINĂ
RACCOON,RATON; URSULEȚ SPĂLĂTOR
RADIO,RADIO
RADON,RADON (N)
RAIN,PLOUA
RAINBOW,CURCUBEU (M)
RAKE,GREBLĂ (F)
RAM,BERBEC (M); ARETE
RAPE,RĂPIRE (F); VIOL (N)
RASPBERRY,ZMEURĂ (F)
RAT,ȘOBOLAN (M)
RAVEN,CORB
READ,CITI
RECENT,RECENT
RECIPE,RETETA (F)
RECTANGLE,DREPTUNGHI
RED,ROȘU
RED DEER,CERB COMUN
REINDEER,REN (M)
RELIGION,RELIGIE (F)
REMEMBER,AMINTI
REPTILE,REPTILĂ
REPUBLIC,REPUBLICĂ (F)
RESTAURANT,RESTAURANT (N)
REVENGE,RĂZBUNARE (F)
REVOLUTION,REVOLUȚIE (F)
RHENIUM,RENIU (N)
RHODIUM,RODIU (N)
RICE,OREZ
RICH,BOGAT (M), BOGATĂ (F), AVUT (M), AVUTĂ (F)
RIFLE,PUȘCĂ (F)
RIGHT,DREAPTĂ (F)
RING,INEL (M)
RING FINGER,INELAR (M)
RIVER,RÂU (N); FLUVIU (N)
ROAD,DRUM#ROMANIAN'DRUM, (N), CALE (F)
ROBIN,GUȘĂ-ROȘIE (F); MĂCĂLEANDRU (M)
ROBOT,ROBOT (M)
ROCK DOVE,PORUMBEL DE STINCA
